id,address,enabled,date_added,date_modified,comment,date_updated
1,https://raw.githubusercontent.com/StevenBlack/hosts/master/hosts,1,1585426667,1593348722,Default,1612842388
2,https://ewpratten.retrylife.ca/youtube_ad_blocklist/hosts.ipv4.txt,1,1612713773,1612713773,"youtube ad blocking",1612713788
3,https://v.firebog.net/hosts/Shalla-mal.txt,1,1612842374,1612842374,,1612842389
